32826,26784
32808,26790
32799,26787
32812,26787
32827,26788
32831,26804
32813,26814
32817,26795
32825,26793
32815,26794
32839,26799
32795,26785
32833,26799
32826,26798
32803,26820
32825,26799
32820,26793
32834,26802
32809,26788
32810,26791
32783,26777
32812,26790
32830,26794
32805,26791
32809,26792
32795,26794
32836,26799
32820,26792
32812,26793
32787,26786
32825,26800
32812,26791
32824,26793
32811,26806
32848,26807
32791,26786
32802,26792
32816,26807
32799,26788
32813,26789
32835,26795
32829,26796
32834,26797
32819,26788
32822,26800
32816,26800
32813,26794
32816,26789
32794,26783
32814,26789
32821,26796
32809,26789
32817,26822
32805,26791
32817,26791
32814,26795
32811,26789
32814,26795
32808,26794
32810,26790
32812,26818
32827,26799
32821,26795
32810,26783
32825,26796
32823,26795
32817,26794
32804,26791
32812,26792
32779,26774
32834,26803
32824,26794
32812,26788
32813,26794
32798,26786
32825,26799
32811,26793
32828,26794
32811,26797
32812,26799
32785,26791
32808,26795
32829,26791
32815,26803
32835,26798
32817,26795
32816,26789
32824,26793
32792,26786
32820,26791
32826,26795
32811,26800
32810,26788
32772,26780
32816,26782
32803,26791
32806,26787
32823,26795
32817,26794
32858,26804
32799,26792
32806,26792
32813,26801
32822,26793
32804,26790
32796,26785
32795,26800
32806,26789
32817,26786
32809,26799
32820,26796
32834,26797
32820,26792
32832,26802
32807,26797
32812,26797
32814,26792
32796,26786
32819,26792
32826,26790
32819,26794
32808,26804
32816,26792
32815,26789
32814,26794
32830,26795
32799,26786
32818,26788
32817,26790
32819,26819
32807,26789
32799,26788
32808,26796
32822,26795
32804,26786
32804,26789
32824,26797
32838,26797
32803,26791
32829,26791
32806,26799
32819,26796
32803,26789
32796,26793
32809,26796
32803,26792
32801,26784
32825,26791
32811,26801
32809,26797
32793,26784
32816,26792
32819,26801
32805,26790
32797,26789
32812,26794
32820,26798
32831,26792
32788,26792
32819,26801
32804,26801
32822,26794
32812,26795
32814,26790
32814,26789
32809,26793
32824,26795
32832,26820
32820,26798
32789,26782
32813,26793
32808,26792
32803,26790
32811,26796
32809,26794
32838,26797
32813,26790
32817,26791
32807,26788
32806,26791
32818,26800
32808,26792
32812,26796
32809,26790
32795,26793
32795,26787
32821,26797
32809,26790
32795,26786
32774,26780
32831,26805
32817,26798
32817,26791
32827,26797
32800,26790
32802,26789
32845,26800
32823,26794
32813,26800
32816,26794
32803,26787
32821,26789
32817,26794
32818,26799
32814,26790
32835,26799
32827,26790
32820,26797
32807,26789
32853,26805
32793,26783
32814,26795
32821,26794
32797,26811
32810,26798
32824,26792
32812,26788
32823,26808
32837,26796
32796,26788
32815,26795
32818,26792
32816,26794
32811,26788
32809,26791
32787,26786
32811,26786
32798,26792
32816,26799
32838,26799
32821,26797
32815,26793
32812,26790
32825,26796
32815,26795
32815,26796
32828,26820
32805,26795
32819,26800
32828,26795
32831,26797
32819,26799
32828,26798
32824,26796
32791,26793
32825,26798
32825,26797
32803,26793
32818,26801
32823,26795
32815,26790
32817,26790
32817,26794
32814,26794
32820,26791
32812,26798
32812,26795
32808,26795
32841,26796
32829,26808
32812,26797
32826,26798
32805,26788
32825,26802
32818,26792
32818,26793
32800,26790
32823,26801
32829,26789
32813,26792
32821,26790
32808,26792
32813,26796
32812,26788
32828,26804
32841,26800
32810,26794
32813,26792
32788,26783
32818,26793
32823,26794
32809,26790
32814,26819
32814,26797
32797,26790
32799,26786
32827,26795
32816,26790
32834,26799
32792,26789
32812,26812
32815,26795
32822,26798
32801,26789
32815,26790
32815,26788
32817,26794
32809,26791
32816,26793
32817,26786
32809,26796
32827,26805
32845,26801
32829,26797
32826,26795
32806,26801
32818,26791
32818,26791
32813,26794
32834,26807
32810,26793
32819,26796
32813,26790
32819,26806
32815,26793
32809,26789
32799,26791
32817,26796
32831,26795
32808,26797
32808,26797
32816,26792
32815,26799
32830,26791
32811,26787
32820,26791
32798,26788
32829,26792
32820,26790
32815,26793
32822,26797
32826,26791
32815,26794
32814,26793
32831,26804
32816,26793
32806,26793
32830,26798
32818,26791
32828,26804
32811,26793
32817,26796
32836,26799
32812,26796
32815,26795
32798,26783
32812,26791
32799,26780
32809,26793
32793,26786
32812,26792
32809,26797
32817,26791
32835,26793
32806,26792
32817,26792
32806,26788
32829,26799
32832,26797
32808,26790
32811,26804
32803,26784
32821,26796
32827,26793
32789,26790
32810,26795
32826,26798
32817,26795
32832,26796
32822,26790
32843,26804
32823,26797
32800,26793
32814,26795
32821,26795
32822,26798
32833,26794
32846,26802
32827,26807
32828,26792
32814,26793
32816,26795
32837,26808
32807,26793
32828,26800
32814,26796
32828,26796
32816,26792
32814,26792
32820,26799
32813,26794
32798,26788
32835,26798
32807,26789
32821,26790
32816,26800
32828,26795
32806,26822
32830,26797
32809,26797
32810,26797
32822,26793
32834,26798
32823,26794
32815,26788
32837,26801
32817,26795
32826,26798
32808,26794
32811,26794
32820,26793
32818,26799
32813,26790
32816,26795
32829,26795
32790,26787
32818,26803
32812,26788
32827,26794
32798,26789
32802,26795
32840,26804
32826,26792
32823,26795
32811,26792
32808,26794
32805,26792
32819,26795
32805,26792
32818,26793
32840,26792
32821,26786
32827,26798
32826,26797
32799,26788
32824,26795
32822,26795
32812,26794
32834,26801
32801,26796
32814,26795
32794,26786
32820,26788
32800,26814
32809,26793
32814,26793
32814,26791
32816,26804
32834,26793
32823,26794
32764,26780
32815,26793
32820,26796
32803,26784
32814,26794
32817,26796
32850,26801
32828,26794
32814,26791
32823,26793
32793,26784
32820,26800
32825,26796
32799,26790
32787,26781
32788,26787
32809,26819
32797,26786
32839,26795
32800,26794
32817,26795
32810,26794
32831,26794
32818,26794
32816,26793
32814,26794
32839,26799
32806,26792
32798,26789
32814,26789
32813,26787
32839,26801
32813,26789
32824,26800
32800,26789
32817,26794
32833,26799
32820,26793
32811,26791
32830,26805
32806,26800
32817,26792
32810,26794
32793,26799
32801,26794
32816,26793
32816,26798
32813,26802
32830,26797
32809,26789
32820,26795
32811,26792
32802,26789
32842,26800
32804,26789
32832,26799
32839,26796
32818,26790
32824,26792
32795,26791
32825,26797
32792,26786
32807,26824
32834,26805
32815,26794
32812,26796
32806,26789
32833,26801
32815,26791
32811,26792
32809,26820
32802,26794
32811,26792
32806,26789
32830,26796
32822,26799
32807,26791
32820,26801
32821,26795
32821,26789
32817,26793
32802,26798
32838,26796
32809,26787
32824,26799
32819,26803
32821,26796
32799,26783
32807,26795
32820,26799
32815,26790
32812,26792
32814,26797
32808,26801
32814,26794
32811,26790
32828,26798
32833,26795
32800,26795
32818,26791
32795,26788
32790,26783
32815,26789
32816,26793
32813,26788
32850,26805
32801,26792
32827,26795
32837,26798
32804,26789
32803,26788
32843,26796
32812,26792
32825,26798
32766,26779
32800,26791
32823,26808
32818,26797
32839,26798
32806,26794
32825,26793
32811,26787
32830,26797
32821,26804
32810,26794
32776,26785
32811,26796
32820,26792
32813,26792
32817,26795
32822,26793
32816,26797
32810,26791
32825,26800
32808,26788
32842,26809
32809,26794
32817,26795
32818,26793
32800,26815
32818,26803
32809,26786
32810,26797
32806,26797
32818,26788
32810,26795
32799,26788
32815,26795
32813,26790
32816,26796
32804,26802
32812,26796
32811,26785
32813,26791
32822,26794
32842,26805
32801,26794
32822,26792
32823,26800
32810,26793
32824,26794
32812,26791
32797,26798
32808,26795
32799,26788
32799,26789
32836,26795
32807,26788
32806,26786
32814,26793
32814,26803
32816,26792
32798,26791
32816,26786
32809,26792
32809,26788
32803,26794
32825,26822
32816,26799
32803,26785
32797,26785
32837,26801
32819,26793
32813,26789
32822,26795
32830,26802
32808,26793
32812,26795
32801,26790
32835,26800
32828,26786
32849,26803
32815,26787
32797,26801
32814,26790
32804,26790
32815,26806
32819,26793
32804,26796
32824,26799
32812,26798
32828,26797
32812,26787
32802,26787
32818,26795
32840,26803
32816,26795
32842,26801
32770,26780
32812,26794
32843,26794
32819,26784
32807,26790
32810,26796
32813,26797
32798,26785
32812,26794
32825,26796
32815,26794
32842,26802
32805,26794
32800,26794
32831,26798
32818,26813
32811,26791
32804,26789
32837,26797
32810,26803
32811,26795
32799,26791
32830,26803
32810,26789
32829,26794
32817,26793
32822,26795
32820,26806
32819,26786
32830,26799
32824,26801
32817,26791
32798,26785
32821,26796
32838,26800
32784,26786
32822,26787
32821,26797
32813,26817
32836,26797
32819,26789
32822,26796
32825,26801
32808,26790
32831,26794
32803,26790
32832,26823
32809,26792
32819,26796
32814,26790
32820,26796
32852,26804
32799,26788
32797,26785
32814,26791
32823,26802
32817,26793
32802,26791
32825,26801
32812,26794
32835,26794
32841,26801
32817,26794
32808,26794
32801,26790
32797,26799
32808,26791
32780,26773
32831,26797
32789,26790
32819,26786
32835,26796
32802,26784
32835,26797
32802,26793
32836,26797
32822,26797
32812,26801
32813,26792
32824,26802
32818,26793
32817,26791
32815,26793
32825,26800
32815,26814
32833,26801
32806,26792
32806,26787
32841,26797
32808,26794
32846,26802
32824,26795
32812,26815
32812,26794
32816,26792
32811,26794
32806,26795
32791,26788
32801,26789
32834,26797
32815,26793
32800,26788
32832,26799
32842,26799
32831,26802
32829,26792
32797,26786
32835,26800
