593.376587,595.548035
-653.355042,-663.566040
-652.073792,-661.791016
-650.792542,-659.270508
-649.511292,-658.525024
-648.230042,-659.909546
-646.948792,-656.856506
-645.667542,-654.229492
-644.386292,-652.490051
-643.105042,-651.673523
-641.823792,-650.182495
-640.542542,-651.460510
-639.261292,-648.975525
-637.980042,-647.839539
-636.698792,-644.147522
-635.417542,-644.005493
-634.136292,-642.763000
-632.855042,-640.455505
-631.573792,-639.816528
-630.292542,-635.485535
-629.011292,-633.852539
-627.730042,-634.171997
-626.448792,-634.065491
-625.167542,-629.876526
-623.886292,-631.651550
-622.605042,-630.977051
-621.323792,-628.137024
-620.042542,-626.965515
-618.761292,-623.806030
-617.480042,-619.830017
-616.198792,-620.966003
-614.917542,-621.924500
-613.636292,-619.368530
-612.355042,-619.830017
-611.073792,-617.132019
-609.792542,-616.564026
-608.511292,-615.534546
-607.230042,-614.150024
-605.948792,-612.197510
-604.667542,-609.641541
-603.386292,-610.813049
-602.105042,-607.227539
-600.823792,-608.612000
-599.542542,-605.701050
-598.261292,-605.132996
-596.980042,-603.109497
-595.698792,-602.399536
-594.417542,-600.588989
-593.136292,-597.536011
-591.855042,-597.110046
-590.573792,-594.376526
-589.292542,-595.796509
-588.011292,-592.566040
-586.730042,-592.246521
-585.448792,-590.471497
-584.167542,-590.294006
-582.886292,-588.483521
-581.605042,-587.596008
-580.323792,-588.270508
-579.042542,-582.058044
-577.761292,-583.335999
-576.480042,-582.697021
-575.198792,-576.023010
-573.917542,-581.170532
-572.636292,-579.644043
-571.355042,-577.301025
-570.073792,-577.301025
-568.792542,-575.739014
-567.511292,-574.496521
-566.230042,-574.922546
-564.948792,-573.005493
-563.667542,-569.242493
-562.386292,-568.958496
-561.105042,-567.325500
-559.823792,-566.970520
-558.542542,-564.592041
-557.261292,-562.568542
-555.980042,-560.048035
-554.698792,-560.403015
-553.417542,-558.237488
-552.136292,-556.888489
-550.855042,-556.746521
-549.573792,-554.687500
-548.292542,-553.835510
-547.011292,-551.279541
-545.730042,-550.605042
-544.448792,-548.936523
-543.167542,-547.268005
-541.886292,-545.280029
-540.605042,-545.351013
-539.323792,-543.291992
-538.042542,-543.007996
-536.761292,-543.469543
-535.480042,-538.819031
-534.198792,-539.067505
-532.917542,-538.109009
-531.636292,-536.973022
-530.355042,-536.085510
-529.073792,-537.044006
-527.792542,-532.997009
-526.511292,-534.168518
-525.230042,-533.671509
-523.948792,-532.500000
-522.667542,-529.163025
-521.386292,-528.914490
-520.105042,-524.832031
-518.823792,-524.903015
-517.542542,-524.903015
-516.261292,-521.743530
-514.980042,-523.127991
-513.698792,-517.803040
-512.417542,-521.353027
-511.137634,-518.477539
-509.858337,-517.731995
-508.579041,-517.199524
-507.299744,-514.714539
-506.020447,-513.898010
-504.741150,-510.561005
-503.461853,-511.093506
-502.182556,-509.886505
-500.903259,-508.005005
-499.623962,-508.608521
-498.344666,-506.159027
-497.065369,-505.129517
-495.786072,-504.597015
-494.506775,-501.295502
-493.227478,-500.017517
-491.948181,-502.964020
-490.668884,-497.426025
-489.389587,-497.887512
-488.110291,-495.864014
-486.830994,-493.947021
-485.551697,-493.734009
-484.272400,-492.207520
-482.993103,-488.977020
