834.711548,834.363708,473.144501,30.368534
834.640503,834.214966,579.101562,8.849254
834.001526,834.183899,-248.535141,4.837855
834.853516,834.281250,778.808533,16.900377
833.504517,834.168335,-903.320251,2.558514
834.250000,834.180176,94.726555,3.994975
834.427551,834.216125,287.597656,8.414992
834.143555,834.205627,-83.984367,6.974926
834.037048,834.181152,-195.800766,3.814617
834.072510,834.165344,-126.464836,1.784180
833.895020,834.126038,-314.453125,-3.144455
834.463013,834.175049,392.089813,3.015368
835.031006,834.299438,995.117126,18.477516
834.534058,834.333557,272.949219,22.443520
833.788513,834.254333,-633.789062,12.215974
833.753052,834.181519,-582.519531,2.946877
833.220520,834.041809,-1117.675781,-14.518300
834.818054,834.154663,902.831970,-0.221172
834.214539,834.163391,69.824219,0.870502
833.114014,834.010864,-1220.214844,-18.160410
833.895020,833.994019,-134.765625,-19.977730
833.788513,833.964172,-238.769516,-23.387653
834.463013,834.036743,580.566406,-13.974882
833.753052,833.995544,-329.589813,-18.893818
834.463013,834.063477,543.457031,-10.129443
833.646545,834.002869,-484.863251,-17.528286
834.640503,834.095520,741.210876,-5.703152
834.640503,834.174744,633.789062,4.263490
834.143555,834.170227,-36.132812,3.633904
834.250000,834.181824,92.773430,5.023165
834.747009,834.263977,657.226501,15.187913
834.924500,834.359985,768.066345,26.921707
834.498535,834.380127,161.132797,29.013420
833.433533,834.242554,-1100.585938,11.408339
834.001526,834.207520,-280.273438,6.862407
833.469055,834.100159,-858.886658,-6.630503
834.321045,834.132263,256.835938,-2.524314
833.327026,834.015198,-936.523376,-17.080917
834.640503,834.106079,727.050720,-5.483444
833.398010,834.003174,-823.242126,-18.228413
833.504517,833.930725,-579.589844,-26.977367
834.960022,834.080322,1196.777344,-7.904852
833.895020,834.053406,-215.332016,-11.137655
833.327026,833.947815,-844.726501,-24.129341
833.859497,833.934998,-102.539055,-25.351376
834.001526,833.944641,77.148438,-23.753891
835.244019,834.133545,1511.230347,0.169212
834.356506,834.165955,259.277344,4.207476
833.753052,834.105957,-479.980438,-3.338711
833.717529,834.049500,-451.660126,-10.325910
834.285522,834.083801,274.414062,-5.888168
834.214539,834.102844,152.343750,-3.422085
834.001526,834.088074,-118.164055,-5.210366
834.037048,834.080688,-59.082027,-6.049969
833.184998,833.950500,-1041.503906,-22.187771
834.143555,833.978577,224.609360,-18.341377
834.250000,834.018005,315.429688,-13.139475
833.930542,834.005249,-102.050774,-14.525180
833.859497,833.984070,-169.433578,-16.939465
834.676025,834.084656,804.687439,-4.134209
834.214539,834.103577,151.367188,-1.710681
834.037048,834.093933,-77.148438,-2.886397
833.753052,834.044434,-395.996063,-9.013107
835.279541,834.223938,1436.035034,13.508321
834.392029,834.248352,195.312485,16.341784
834.179016,834.238281,-80.566399,14.831447
834.818054,834.322571,674.316345,25.109680
834.143555,834.296570,-208.007797,21.476488
833.291504,834.150452,-1168.945312,2.923473
834.605042,834.216553,528.808594,11.119521
834.179016,834.211121,-43.457027,10.268932
834.356506,834.232239,168.945297,12.741942
834.427551,834.260620,227.050766,16.081997
834.108032,834.238464,-177.246078,13.068932
834.072510,834.214294,-193.359360,9.851696
835.208557,834.358826,1156.250000,27.718594
834.427551,834.368835,80.078125,28.534630
834.072510,834.325745,-344.726532,22.717264
833.966003,834.273438,-418.457001,15.841456
833.788513,834.202942,-563.964844,6.805034
834.463013,834.240723,302.246094,11.409554
834.285522,834.247253,52.246090,12.046001
833.895020,834.196045,-409.667938,5.473486
833.504517,834.095520,-804.199158,-7.145459
833.859497,834.061218,-274.414062,-11.310905
833.682007,834.006042,-441.406219,-18.014046
834.818054,834.124084,944.335876,-3.015587
834.250000,834.142395,146.484375,-0.685593
835.031006,834.271545,1033.203125,15.427814
833.930542,834.221985,-396.484344,9.008062
833.611023,834.133179,-710.449158,-2.204854
834.498535,834.186279,424.804657,4.450193
834.392029,834.216187,239.257797,8.109727
835.137512,834.350098,1071.289062,24.679636
834.143555,834.320068,-240.234360,20.550888
834.072510,834.284058,-288.085938,15.740707
833.824036,834.217224,-534.667969,7.162454
834.534058,834.263306,368.652313,12.796362
834.108032,834.240723,-180.664047,9.781235
833.149536,834.082092,-1269.042969,-10.149551
834.321045,834.116821,277.832031,-5.661288
834.001526,834.100037,-134.277344,-7.665801
