-480.114685,-489.687012
647.629517,641.378540
647.949829,639.355042
648.270142,641.946533
648.590454,642.621033
648.910767,642.621033
649.231079,642.798523
649.551392,642.940491
649.871704,643.508545
650.192017,640.278015
650.512329,642.621033
650.832642,644.325012
651.152954,644.005493
651.473267,645.035034
651.793579,645.319031
652.113892,644.360535
652.434204,645.674011
652.754517,646.348511
653.074829,646.419495
653.395142,646.561523
653.715454,646.703491
654.035767,646.774536
654.356079,646.526001
654.676392,648.833496
654.996704,647.058533
655.317017,648.407532
655.637329,648.975525
655.957642,649.295044
656.277954,649.437012
656.598267,649.543518
656.918579,650.572998
657.238892,648.762512
657.559204,649.330505
657.879517,650.892517
658.199829,651.318542
658.520142,653.874512
658.840454,651.886536
659.160767,652.490051
659.481079,651.744507
659.801392,648.478516
660.121704,652.277039
660.442017,652.951538
660.762329,654.300537
661.082642,653.768005
661.402954,653.377502
661.723267,655.152527
662.043579,655.223511
662.363892,655.259033
662.684204,655.081543
663.004517,655.081543
663.324829,655.791504
663.645142,653.164551
663.965454,658.241028
664.285767,653.484009
664.606079,655.862549
664.926392,658.702515
665.246704,660.796997
665.567017,662.075012
665.887329,660.548523
666.207642,662.039551
666.527954,661.720032
666.848267,661.684509
667.168579,661.187500
667.488892,661.187500
667.809204,664.027527
668.129517,661.826538
668.449829,662.004028
668.770142,661.507019
669.090454,663.069031
669.410767,662.962524
669.731079,663.494995
670.051392,664.382507
670.371704,665.908997
670.692017,663.388550
671.012329,664.453552
671.332642,661.968506
671.652954,664.595520
671.973267,664.879517
672.293579,664.915039
672.613892,665.554016
672.934204,665.092529
673.254517,666.973999
673.574829,665.199036
673.895142,664.843994
674.215454,668.891052
674.535767,667.790527
674.856079,667.613037
675.176392,667.755005
675.496704,667.577515
675.817017,668.145508
676.137329,665.518494
676.457642,667.968018
676.777954,667.506531
677.098267,673.222046
677.418579,671.376038
677.738892,671.908508
678.059204,672.583008
678.379517,672.263550
678.699829,672.015015
679.020142,671.873047
679.340454,672.831543
679.660767,675.920044
679.981079,671.908508
680.301392,672.653992
680.621704,672.583008
680.942017,668.784546
681.262329,674.855042
