32821,34897
32811,34888
32831,34896
32843,34903
32833,34900
32803,34868
32805,34848
32821,34833
32814,34918
32797,34885
32821,34863
32812,34872
32802,34869
32791,34869
32787,34888
32808,34894
32831,34891
32767,34866
32843,34899
32838,34888
32820,34954
32840,34912
32803,34890
32833,34888
32800,34890
32820,34874
32816,34892
32778,34886
32811,34893
32783,34892
32786,34921
32840,34897
32814,34895
32815,34896
32808,34918
32855,34899
32825,34901
32807,34894
32853,34908
32807,34893
32807,34901
32811,34883
32804,34963
32823,34898
32804,34927
32858,34916
32803,34939
32808,34892
32820,34896
32831,34901
32853,34903
32869,34898
32822,34888
32787,34871
32812,34888
32848,34934
32876,34926
32823,34921
32863,34904
32820,34894
32805,34888
32819,34887
32825,34891
32837,34891
32824,34890
32814,34876
32788,34943
32809,34869
32782,34915
32847,34918
32792,34820
32775,34854
32818,34903
32815,34894
32835,34842
32783,34860
32803,34891
32808,34883
32802,34874
32826,34930
32847,34930
32835,34905
32822,34898
32811,34890
32824,34894
32853,34913
32857,34888
32839,34913
32796,34884
32844,34892
32808,34923
32807,34841
32785,34903
32840,34936
32844,34930
32812,34897
32820,34895
32847,34918
32817,34897
32802,34886
32796,34917
32813,34888
32814,34870
32830,34890
32790,34891
32814,34893
32789,34858
32813,34898
32838,34932
32808,34913
32852,34876
32767,34906
32803,34894
32831,34894
32821,34895
32823,34899
32816,34895
32795,34890
32833,34895
32820,34897
32855,34906
32819,34915
32799,34862
32857,34922
32818,34889
32823,34899
32843,34912
32814,34894
32823,34850
32788,34882
32802,34898
32819,34895
32806,34891
32816,34896
32807,34888
32831,34896
32830,34930
32827,34890
32809,34901
32798,34910
32815,34889
32773,34981
32797,34900
32834,34891
32826,34887
32803,34895
32822,34896
32791,34866
32835,34897
32822,34895
32822,34898
32813,34891
32814,34897
32836,34921
32844,34892
32818,34887
32789,34866
32823,34904
32786,34875
32767,34868
32817,34918
32782,34892
32812,34897
32789,34917
32793,34899
32856,34894
32824,34883
32816,34890
32785,34892
32823,34892
32804,34856
32846,34862
32833,34896
